,COP,AXP,RTN,BA,AAPL,PEP,NAV,GSK,MSFT,KMB,R,SAP,GS,CL,WAG,WMT,GE,SNE,PFE,AMZN,MAR,NVS,KO,MMM,CMCSA,SNY,IBM,CVX,WFC,DD,CVS,TOT,CAT,CAJ,BAC,AIG,TWX,HD,TXN,KFT,VLO,F,CVC,TM,PG,LMT,K,HMC,GD,HPQ,DELL,MTU,XRX,YHOO,XOM,JPM,MCD,CSCO,NOC,UN
2010-01-13,34.16,39.85,47.29,55.97,204.87,55.42,40.76,34.25,27.54,54.92,36.72,47.03,161.27,36.71,33.96,50.15,14.93,33.16,16.6,129.11,25.39,45.21,25.58,76.19,15.6,33.94,121.88,70.43,26.59,30.0,32.15,52.35,56.92,42.2,16.39,24.06,26.3,25.65,23.06,26.6,15.5,11.23,14.37,89.19,54.23,66.27,48.14,36.43,64.0,48.75,14.58,5.3,8.27,16.9,63.34,40.76,55.66,23.2,47.95,28.05
2010-01-14,34.3,40.36,47.86,56.33,203.68,56.09,41.34,34.48,28.1,54.4,37.02,46.81,160.75,36.42,33.98,49.42,14.81,33.73,16.75,127.35,26.8,45.74,25.63,75.94,15.5,34.64,123.82,70.21,26.97,29.81,32.13,51.83,56.6,42.29,16.58,23.67,26.1,25.81,22.78,26.5,15.68,11.31,14.66,90.93,54.29,66.23,48.25,36.64,64.03,49.02,14.22,5.42,8.22,17.12,63.35,41.16,55.71,23.49,47.96,28.18
2010-01-15,34.33,40.08,47.5,55.65,200.28,55.63,40.37,33.6,28.01,53.71,36.41,45.68,157.59,36.23,33.52,48.93,14.58,33.34,16.84,127.14,26.45,45.09,25.25,75.82,15.46,34.22,123.33,69.93,26.12,29.74,32.1,50.49,55.27,41.87,16.03,23.23,25.52,26.06,22.58,26.92,16.11,11.16,14.4,91.14,53.62,66.16,48.69,36.9,63.59,48.98,13.93,5.5,8.17,16.82,62.83,40.23,55.38,22.98,47.41,28.03
2010-01-19,34.77,40.62,48.14,55.5,209.14,55.67,39.37,34.59,28.23,54.21,36.63,45.94,159.16,36.5,33.64,49.25,14.67,33.99,17.28,127.61,26.63,45.79,25.31,77.41,15.63,34.44,125.54,70.33,26.31,30.47,32.13,51.67,56.02,42.27,16.09,23.39,26.04,26.34,22.78,26.77,16.19,11.3,14.58,91.78,54.41,67.5,48.84,36.58,63.66,49.24,14.33,5.41,8.34,16.75,62.97,39.86,56.45,23.4,47.67,28.58
2010-01-20,34.35,40.64,47.94,55.09,205.92,55.33,39.63,34.54,27.76,53.6,36.16,45.05,160.05,35.88,33.84,49.1,14.64,33.25,17.23,125.78,25.99,45.64,24.9,77.05,15.36,33.51,121.9,68.98,25.88,30.19,32.12,50.16,54.94,40.5,16.26,23.15,25.94,26.14,22.63,26.2,16.41,11.07,14.45,89.37,53.67,67.33,48.27,35.38,62.46,48.74,14.04,5.19,8.22,16.38,61.85,39.97,56.03,22.99,47.14,28.02
2010-01-21,33.82,39.86,47.2,54.17,202.36,54.42,37.95,34.11,27.24,52.76,35.28,43.46,153.45,36.01,33.38,48.24,14.21,34.36,16.63,126.62,25.39,45.6,24.39,75.21,14.88,32.42,120.73,67.29,26.05,28.99,31.54,48.81,52.27,41.05,15.25,22.81,25.43,25.97,22.29,25.7,16.22,10.75,14.17,90.42,53.13,66.35,47.89,35.69,61.36,47.88,13.92,5.32,8.58,16.2,60.64,37.34,56.2,22.58,45.84,27.57
2010-01-22,32.76,36.49,46.65,52.86,192.32,53.93,36.75,33.47,26.28,52.0,34.17,42.84,147.01,36.76,32.96,48.26,14.29,34.18,16.39,121.43,24.78,45.68,24.33,74.1,14.74,31.76,117.45,65.83,25.36,28.42,31.54,47.87,49.88,41.08,14.69,21.94,24.65,25.28,21.3,25.37,15.6,10.12,13.83,88.17,53.55,65.15,48.69,35.11,60.35,46.01,13.19,5.38,8.29,15.88,60.09,36.07,56.37,21.63,44.99,27.17
2010-01-25,32.86,35.73,46.82,52.87,197.5,53.79,37.63,33.22,26.61,52.19,33.89,43.13,147.83,36.65,33.58,48.2,14.52,34.8,16.29,120.31,24.83,45.58,24.38,74.42,14.89,31.6,118.03,65.8,25.73,28.7,31.35,48.11,50.69,41.72,14.77,21.6,24.85,25.19,21.84,25.2,15.75,10.61,14.22,87.71,53.83,66.16,48.54,35.06,61.11,46.73,13.44,5.42,8.22,15.86,59.86,36.11,56.1,21.65,45.05,27.16
2010-01-26,32.65,36.02,47.05,52.81,200.29,53.81,37.7,33.51,26.77,51.89,33.7,42.98,143.92,36.61,33.12,48.87,14.5,33.5,16.23,119.48,24.5,46.36,24.29,74.24,14.6,31.78,117.69,65.45,25.11,28.68,31.14,47.87,51.35,41.42,14.56,20.2,24.64,25.29,21.52,25.27,16.32,10.76,13.96,86.78,53.89,66.18,49.15,34.51,61.89,46.43,13.14,5.21,8.19,15.99,59.93,35.4,56.74,21.56,45.32,27.02
2010-01-27,32.25,36.56,47.04,56.67,202.17,53.84,37.41,33.19,26.93,51.37,33.96,43.13,144.51,36.61,33.61,48.68,14.46,33.24,16.42,122.75,24.26,46.51,24.45,74.85,14.74,31.6,118.23,65.05,26.23,28.74,30.81,47.51,49.13,40.89,14.98,20.62,24.43,25.39,21.69,25.8,16.04,11.11,13.74,79.77,53.99,66.48,49.33,34.37,60.54,46.16,13.09,5.33,8.22,15.98,59.58,36.22,56.67,21.8,45.89,27.03
2010-01-28,31.3,35.39,46.38,57.25,193.82,53.35,37.35,32.7,26.46,51.03,33.34,42.13,146.22,36.43,33.33,47.96,14.34,33.8,16.1,126.03,24.07,46.09,24.3,73.44,14.53,30.36,115.81,64.64,26.47,28.26,30.68,46.19,47.68,40.3,15.15,20.0,24.3,24.93,21.35,25.52,15.81,10.97,13.94,77.67,54.77,65.64,49.11,34.47,60.88,44.61,12.85,5.18,8.15,15.44,59.05,36.36,55.87,21.21,45.81,27.02
2010-01-29,31.08,35.61,46.14,55.45,186.79,53.25,36.99,32.04,25.58,51.27,33.23,42.29,141.86,36.45,33.01,48.71,14.26,33.23,16.13,125.41,23.68,45.64,24.33,73.2,14.72,30.69,114.54,63.65,26.45,28.52,30.72,45.85,48.03,39.11,14.97,20.06,24.88,25.54,20.84,25.18,15.81,10.43,13.71,77.0,54.65,64.23,48.76,33.91,60.2,43.94,12.48,5.13,8.06,15.01,58.57,35.86,55.52,21.16,45.78,26.67
2010-02-01,31.77,36.13,46.6,56.46,189.39,54.21,38.43,31.92,25.78,51.37,33.87,43.38,146.06,36.41,33.31,48.75,14.41,34.21,16.24,118.87,23.98,46.09,24.39,73.16,14.82,30.89,116.67,64.94,26.91,29.44,31.24,46.96,48.67,39.35,15.2,19.83,25.43,25.89,21.35,25.54,16.44,10.69,14.11,79.94,55.04,64.55,49.03,33.78,62.52,44.65,12.79,5.27,8.29,15.05,60.16,36.5,56.82,21.4,46.84,26.91
2010-02-02,32.47,36.89,48.13,56.68,190.48,54.61,40.55,32.43,25.83,52.38,34.09,44.2,149.7,36.92,33.68,48.76,14.95,35.41,16.63,118.12,24.19,46.66,24.69,73.15,15.15,31.36,117.48,65.71,26.78,29.41,31.68,47.35,49.23,40.42,15.38,19.84,25.84,26.47,21.6,25.94,16.53,10.95,14.37,78.18,55.85,65.98,49.61,34.26,63.07,45.36,12.87,5.34,8.44,15.17,60.87,37.35,56.94,21.68,47.05,27.39
2010-02-03,32.37,36.24,48.24,56.62,193.76,54.74,40.93,31.96,25.98,52.13,31.45,44.29,149.98,36.81,31.7,49.47,14.8,34.94,16.24,119.1,23.93,46.72,24.61,74.12,14.85,31.27,117.6,64.62,26.22,29.29,30.77,46.87,49.08,40.55,15.31,19.69,25.29,25.96,21.49,25.92,16.25,11.19,14.23,73.49,55.63,66.1,49.45,36.4,63.15,45.49,12.92,5.25,8.31,15.46,60.55,37.11,57.99,21.72,47.32,27.3
2010-02-04,31.18,35.49,47.42,54.65,186.78,53.26,38.41,31.61,25.27,51.13,29.72,43.16,143.73,36.29,30.63,48.29,14.23,34.48,15.73,115.94,23.24,46.14,23.97,72.04,14.43,30.51,115.11,62.99,25.22,28.44,29.56,45.3,47.26,39.9,14.54,18.7,24.98,25.47,20.93,25.84,15.54,10.64,13.68,71.78,54.52,65.51,46.96,35.03,61.38,43.9,12.59,5.01,8.0,15.01,58.84,35.32,56.97,21.81,46.83,26.11
2010-02-05,31.06,35.79,47.0,53.8,190.1,53.15,38.24,31.26,25.43,50.9,30.25,42.89,147.05,36.1,30.5,48.72,14.01,34.26,15.67,117.39,23.65,45.54,23.81,71.43,14.34,29.61,115.6,62.82,25.55,28.62,29.48,44.05,47.58,39.5,14.79,18.55,24.5,25.52,21.28,25.89,15.58,10.49,13.5,74.71,54.43,65.27,47.24,34.49,60.03,44.17,12.81,5.09,7.83,15.19,58.91,35.28,56.35,22.32,46.63,25.27
2010-02-08,30.67,34.79,46.46,53.33,188.79,52.66,38.14,31.31,25.16,50.89,29.82,40.4,144.13,36.02,30.48,48.25,13.84,33.01,15.56,116.83,23.42,45.26,23.62,70.51,14.14,29.94,114.57,61.9,24.63,28.15,31.05,43.93,46.69,38.87,14.28,18.34,24.4,26.07,21.4,25.81,15.32,10.55,13.45,72.85,54.17,64.24,46.61,33.81,59.75,44.42,12.95,5.09,7.81,14.99,58.88,34.72,55.95,22.13,46.88,25.37
2010-02-09,31.39,35.5,47.0,55.04,190.81,53.63,38.96,31.59,25.42,51.47,30.49,40.97,145.45,36.51,30.78,48.54,13.84,33.77,15.6,118.03,23.58,45.68,24.23,71.59,14.31,30.26,115.82,62.94,24.89,28.75,31.05,44.61,49.21,39.71,14.27,19.16,24.85,26.33,21.66,26.3,15.53,10.72,13.97,74.6,54.84,65.03,47.04,34.52,61.27,44.92,13.11,5.11,7.75,15.07,59.66,35.36,56.53,22.5,48.16,25.68
2010-02-10,31.25,35.69,47.09,54.85,189.76,53.92,38.5,31.28,25.4,50.87,30.32,40.43,146.54,36.35,30.49,48.53,13.92,33.81,15.48,117.36,23.83,45.38,24.13,71.5,14.24,29.98,115.45,62.44,25.33,28.67,31.06,44.59,48.86,39.6,14.46,22.28,24.82,26.13,21.72,26.33,15.44,10.52,14.32,75.69,54.76,64.74,46.89,33.76,60.91,44.83,13.3,5.04,7.81,14.8,59.34,35.8,56.25,22.37,47.35,25.83
2010-02-11,31.66,36.2,47.22,55.82,193.22,54.65,39.2,32.07,25.52,51.1,31.08,39.95,146.94,36.59,30.77,48.39,13.99,34.06,15.59,120.09,24.07,45.92,24.32,73.0,14.26,30.11,116.31,63.31,25.23,28.83,31.51,45.72,51.62,39.88,14.42,21.77,25.18,26.44,22.02,26.39,15.44,10.75,14.54,76.0,55.01,65.81,47.15,33.84,61.06,45.39,13.49,5.1,8.1,15.22,59.7,35.94,56.73,22.53,48.05,26.19
2010-02-12,31.51,36.33,46.99,54.96,194.88,54.41,39.11,32.31,25.35,50.81,31.18,40.12,146.83,36.28,30.67,48.22,13.79,34.06,15.53,119.66,24.23,45.8,24.21,72.01,14.27,30.19,116.57,63.27,25.05,28.59,31.31,45.33,51.67,39.54,14.25,22.2,25.27,26.45,22.26,26.48,15.23,10.69,14.52,77.05,54.84,65.15,46.9,33.63,61.19,45.24,13.39,5.01,8.11,15.17,59.29,35.87,56.55,22.37,47.63,26.24
2010-02-16,32.32,37.46,47.96,56.44,197.82,54.75,39.72,32.72,25.85,51.16,31.68,41.34,150.14,36.72,31.34,48.82,14.23,34.22,15.46,117.53,24.48,46.26,24.59,73.18,14.57,30.64,117.72,65.04,25.52,28.99,31.81,46.58,52.51,40.03,14.95,22.71,26.01,26.85,22.97,26.37,15.46,10.89,14.36,76.01,55.79,65.53,47.13,34.27,62.9,46.15,13.68,5.01,8.19,15.41,60.65,36.91,56.92,22.6,48.17,26.48
2010-02-17,31.92,36.92,47.98,56.96,196.99,55.47,40.5,32.81,26.07,51.24,31.62,41.18,150.0,36.98,31.44,49.28,14.33,34.44,15.42,116.31,24.49,46.41,24.82,73.36,14.56,30.6,118.76,64.9,25.47,29.34,32.26,46.34,52.86,41.07,15.44,22.27,26.24,27.38,22.89,26.06,15.33,11.05,14.65,74.15,55.81,65.83,47.47,34.67,63.13,46.79,13.65,5.0,8.25,15.44,60.17,36.88,57.14,22.67,48.48,26.71
2010-02-18,31.96,37.02,48.72,57.94,197.36,55.84,40.0,32.38,26.42,52.14,31.67,41.29,148.54,37.55,31.9,48.74,14.41,34.71,15.47,118.08,24.45,46.73,25.08,74.25,14.63,30.86,120.15,65.6,25.48,29.77,32.38,46.78,53.15,41.31,15.66,22.11,26.36,27.63,23.0,26.22,15.22,10.94,14.72,73.44,56.28,66.65,47.5,34.62,64.64,47.43,13.96,5.08,8.48,15.54,60.36,37.22,57.34,22.86,49.75,26.97
2010-02-19,31.98,36.93,48.88,58.59,196.13,55.96,39.6,31.9,26.23,52.01,32.05,41.53,148.97,37.23,32.05,48.76,14.34,34.43,15.69,117.52,24.64,47.12,24.99,74.63,14.88,30.95,119.57,65.98,25.51,30.14,32.56,46.38,53.55,41.09,15.66,21.96,26.69,27.5,23.17,26.32,15.39,10.86,14.98,73.35,56.34,66.55,47.67,34.35,65.39,47.41,13.03,4.97,8.51,15.58,60.27,36.87,57.57,22.94,49.5,27.13
2010-02-22,31.85,36.81,49.15,58.94,194.92,55.74,39.25,31.11,26.2,51.71,32.29,41.06,149.48,37.38,31.95,49.07,14.41,34.78,15.66,118.01,24.73,46.7,24.84,73.86,15.06,30.68,119.25,65.01,26.1,30.09,32.47,46.23,53.35,42.19,15.98,23.53,26.3,27.65,22.91,26.35,15.3,10.78,14.93,72.93,56.31,66.32,47.37,34.63,65.35,47.2,12.92,4.96,8.54,15.49,59.84,37.62,57.6,22.88,49.88,27.0
2010-02-23,31.3,35.86,48.85,57.83,191.65,55.17,39.05,31.2,25.83,52.13,31.66,40.8,149.47,37.3,31.96,48.88,14.15,34.61,15.42,117.24,24.47,46.37,24.6,72.97,15.01,30.26,118.88,64.19,25.43,29.83,32.41,45.09,52.09,41.61,15.71,22.15,25.81,28.04,22.51,26.51,15.04,11.16,14.6,71.55,56.12,66.28,47.25,33.9,64.67,46.79,12.78,4.97,8.41,15.38,59.42,36.73,57.69,22.65,49.53,26.7
2010-02-24,31.62,36.32,49.43,58.48,195.15,55.44,39.13,31.12,26.11,52.06,32.06,41.37,151.02,37.79,32.64,49.15,14.3,34.6,15.54,119.72,24.64,46.79,24.74,73.3,15.27,30.31,119.94,64.46,25.78,30.09,32.75,44.92,52.37,41.41,16.1,23.17,26.19,28.6,22.93,26.44,15.14,11.28,14.79,74.33,56.73,66.85,46.95,34.46,65.38,47.41,12.95,4.99,8.55,15.59,59.98,37.62,58.03,22.92,49.89,26.91
2010-02-25,31.59,35.97,49.15,57.92,196.46,55.64,38.9,30.95,26.08,52.14,31.94,41.26,149.22,37.85,33.12,49.36,14.21,34.0,15.43,118.2,24.41,46.95,23.83,73.0,15.01,30.17,119.45,64.25,25.57,29.68,32.26,44.09,52.21,41.58,16.32,22.77,26.36,28.6,22.72,26.22,15.01,11.33,15.27,73.9,56.56,66.9,46.87,34.24,65.02,47.53,12.86,5.07,8.59,15.24,59.6,37.43,57.74,22.91,49.78,26.64
2010-02-26,31.4,36.11,49.49,58.19,199.0,55.79,39.16,30.96,26.14,52.44,32.45,41.6,149.47,37.78,32.4,49.29,14.34,34.11,15.31,118.4,24.51,47.17,23.65,73.37,15.29,30.51,119.54,64.42,25.48,29.86,32.03,44.32,52.45,41.48,16.42,20.5,26.52,28.45,22.59,25.88,15.07,11.29,15.6,74.83,56.19,67.57,47.07,34.61,65.33,47.41,12.81,5.12,8.66,15.31,59.48,38.66,57.26,22.91,49.89,26.49
2010-03-01,31.99,36.05,49.98,58.96,203.25,56.65,40.23,30.87,26.46,52.44,32.45,42.25,149.65,38.16,32.57,49.13,14.19,34.8,15.49,124.54,24.61,47.34,23.9,73.77,15.65,30.88,120.86,64.88,25.49,30.14,32.65,44.55,53.19,42.18,16.47,21.34,27.03,28.66,22.82,26.14,15.18,11.93,15.88,73.64,56.39,68.53,47.08,34.97,66.56,48.11,13.13,5.16,8.83,15.79,59.84,38.53,57.38,23.16,51.32,26.68
2010-03-02,32.51,36.3,50.04,59.37,203.12,56.98,41.47,31.04,25.95,52.09,32.26,42.71,151.76,38.2,32.4,48.85,14.19,34.85,15.35,125.53,24.29,47.98,23.91,74.27,15.62,31.07,119.78,65.33,25.97,30.14,32.89,44.88,53.46,42.51,16.23,20.72,27.1,28.6,22.68,26.31,15.66,11.75,15.75,74.42,56.57,68.83,47.48,34.87,66.62,47.72,13.23,5.17,8.78,15.73,59.93,38.33,57.46,23.17,51.24,26.91
2010-03-03,32.3,36.19,49.7,59.38,203.58,57.54,41.38,31.15,25.95,52.39,32.29,42.67,150.78,38.2,32.51,48.91,14.31,35.5,15.11,125.89,24.16,48.04,24.19,74.15,15.77,31.38,119.27,65.16,26.28,30.34,32.97,45.28,53.85,42.78,16.15,20.6,27.04,28.7,22.61,26.37,16.02,12.2,15.64,76.94,56.43,68.52,47.45,34.93,65.59,47.7,13.26,5.17,8.8,15.57,59.87,38.25,57.07,23.39,50.76,27.18
2010-03-04,32.27,36.77,49.92,60.39,204.93,57.66,41.83,31.15,26.11,52.41,32.45,42.99,156.41,38.33,32.18,49.19,14.38,35.04,15.12,128.53,24.4,47.57,24.43,74.17,15.97,31.04,119.12,65.12,26.49,30.61,33.09,44.91,53.74,42.57,16.18,22.11,27.31,28.67,22.86,26.47,16.19,12.3,15.66,75.42,56.53,68.89,47.52,34.82,65.69,48.08,13.22,5.15,8.82,15.81,59.84,38.61,56.89,23.49,51.38,27.07
2010-03-05,32.97,38.01,50.26,62.58,212.94,57.9,42.34,31.3,26.07,52.47,33.02,43.05,159.82,38.35,32.17,49.35,14.59,36.34,15.25,128.91,25.2,47.94,24.54,75.47,16.21,31.8,119.62,66.21,27.16,30.97,33.24,46.03,54.45,44.06,16.47,23.24,27.89,29.0,23.13,26.71,16.84,12.5,15.79,76.94,56.55,70.62,47.77,35.15,66.4,48.57,13.43,5.14,9.13,16.06,60.82,39.43,57.1,23.74,52.3,27.39
2010-03-08,33.18,37.55,50.22,61.95,213.07,57.7,43.42,31.15,26.11,52.47,33.11,43.16,162.37,38.24,31.94,49.36,14.52,36.75,15.14,130.11,25.22,48.03,24.43,74.43,16.33,31.81,118.83,66.51,26.92,31.32,33.05,45.88,54.16,44.14,16.51,24.09,27.98,29.15,22.87,26.55,16.88,12.44,15.61,77.94,56.11,70.47,47.49,35.97,66.33,48.29,13.55,5.17,9.16,16.52,60.83,39.23,58.4,24.61,52.26,27.32
2010-03-09,33.26,37.54,50.25,62.46,216.9,57.89,44.25,31.45,26.26,52.38,33.66,42.85,161.42,38.49,31.62,49.28,14.72,37.15,15.03,128.82,25.4,48.32,24.3,75.06,16.28,31.83,118.02,66.21,27.01,31.22,32.91,46.01,54.41,43.88,16.57,27.13,27.95,29.11,22.41,26.6,16.8,12.31,15.66,76.67,56.2,71.45,47.32,36.01,66.35,48.43,13.72,5.15,9.01,16.53,61.11,39.07,58.38,24.61,52.12,27.28
2010-03-10,33.67,37.56,50.25,64.5,218.67,57.95,41.91,31.4,26.42,51.92,33.5,43.38,164.37,38.07,31.51,49.16,14.74,37.65,14.96,130.51,25.4,48.34,24.31,74.66,16.3,31.91,118.09,65.9,27.56,31.17,33.07,46.39,54.04,44.48,16.88,30.0,27.88,29.13,22.78,26.74,17.66,12.33,15.61,76.36,55.95,71.76,47.39,36.15,66.59,48.34,13.84,5.09,9.11,16.79,61.51,39.54,58.24,24.36,52.57,27.29
2010-03-11,33.55,37.93,50.15,64.56,219.31,58.44,40.16,31.55,26.61,52.12,33.07,42.88,165.88,38.3,31.21,49.47,14.71,38.17,15.08,133.58,25.61,48.41,24.24,74.39,16.34,31.84,119.95,65.93,27.73,31.3,32.89,46.73,54.15,44.8,16.89,29.06,28.0,29.52,22.3,26.78,17.56,12.42,15.45,76.94,56.09,72.15,47.56,36.32,66.78,48.56,13.75,5.15,9.25,16.53,61.51,39.77,58.48,24.45,52.74,27.14
2010-03-12,33.8,38.54,49.88,64.33,220.38,58.55,40.53,31.53,26.69,52.44,33.84,42.98,167.26,38.33,31.2,49.41,15.21,37.34,14.9,131.82,25.95,48.37,24.13,74.5,16.2,31.71,120.27,65.69,27.61,31.43,32.86,46.54,55.49,44.85,16.62,28.34,27.89,29.81,22.23,26.81,17.59,12.83,15.67,76.99,56.22,72.21,47.38,36.6,66.42,48.88,13.79,5.21,9.14,16.32,61.12,39.74,58.77,24.37,52.12,27.32
2010-03-15,33.78,38.48,49.77,63.94,217.7,59.5,40.04,31.45,26.71,52.68,33.99,42.9,165.89,38.43,31.42,50.8,15.43,37.61,15.06,131.13,25.87,48.44,24.26,74.39,16.3,32.15,120.17,65.56,27.85,31.42,32.96,46.22,54.67,46.1,16.62,28.41,27.82,30.03,22.18,26.91,17.52,12.89,15.61,78.09,56.56,73.1,47.39,36.4,66.33,49.01,13.79,5.19,9.26,16.46,60.67,39.67,59.13,24.56,52.38,26.94
2010-03-16,34.12,38.69,49.99,63.31,218.29,59.42,40.66,31.5,26.78,52.83,34.66,43.31,168.44,38.54,31.73,51.33,16.13,37.57,15.06,131.79,26.04,48.51,24.29,74.75,16.26,32.88,120.96,65.92,28.22,31.83,33.15,46.66,54.66,45.85,16.8,27.82,28.37,29.91,22.86,27.02,17.69,12.97,15.45,79.43,56.41,73.53,47.68,36.0,66.38,48.94,13.83,5.32,9.33,16.36,60.91,39.83,59.25,24.62,52.64,27.34
2010-03-17,34.65,38.78,50.02,63.92,217.97,59.87,41.26,31.51,27.02,53.18,35.39,44.23,168.87,38.55,31.71,51.26,16.1,37.8,15.01,131.34,25.96,48.48,24.35,75.23,16.35,32.42,120.1,66.54,28.47,32.31,33.41,46.87,55.36,45.68,17.04,28.48,28.49,29.88,23.08,27.03,17.78,13.56,15.53,79.3,56.84,73.74,47.8,35.79,67.52,48.83,14.11,5.32,9.15,16.5,61.64,40.33,59.53,24.73,52.86,27.29
2010-03-18,34.48,38.77,50.02,65.29,218.48,59.83,42.29,32.7,27.0,53.5,35.43,44.21,169.64,38.61,32.02,51.28,16.24,38.36,15.03,132.76,25.98,48.58,24.4,76.59,16.43,32.27,120.68,66.62,28.23,32.83,33.3,46.24,54.95,44.69,16.85,28.67,28.46,29.77,22.9,27.15,17.68,13.2,15.45,78.81,56.59,74.68,47.69,35.69,67.76,49.3,14.08,5.24,9.12,16.56,61.66,40.19,59.8,24.8,52.98,27.09
2010-03-19,34.25,38.13,50.05,65.15,216.15,59.87,41.92,32.16,26.98,53.62,35.58,43.81,170.07,38.64,31.75,50.73,16.13,38.64,14.75,130.35,26.27,48.48,24.76,75.03,16.3,32.06,120.05,66.81,28.31,32.64,32.79,45.64,54.58,45.17,16.59,28.81,28.53,29.73,22.57,26.97,17.48,12.78,15.25,79.56,56.68,75.52,48.22,35.96,67.98,49.07,13.94,5.22,8.85,16.44,61.34,40.02,59.67,24.62,53.38,26.58
2010-03-22,34.08,38.84,50.24,66.25,218.58,59.64,42.65,32.52,26.99,54.99,35.65,43.84,168.41,38.69,32.49,50.99,16.13,38.84,14.96,130.47,26.71,48.39,24.67,74.92,16.53,31.84,120.31,66.35,28.34,33.47,33.39,45.63,55.12,45.77,16.73,27.64,28.57,30.02,22.91,27.06,17.46,13.45,15.3,80.19,56.72,74.48,48.88,36.06,68.14,49.5,14.14,5.28,9.13,16.34,61.28,40.29,60.1,24.75,52.89,26.57
2010-03-23,34.35,38.99,50.38,66.5,222.09,60.14,42.96,32.5,27.25,55.43,35.76,44.77,167.14,38.87,33.02,51.23,16.36,40.44,15.3,129.26,26.89,48.79,25.01,75.39,16.82,31.81,121.61,66.62,28.96,33.93,34.09,45.8,57.38,45.83,16.9,27.55,28.58,29.94,23.58,28.02,17.47,13.37,15.28,82.35,57.3,73.67,49.42,36.26,69.29,49.69,14.72,5.25,9.35,16.03,61.26,41.06,60.4,25.09,53.09,26.53
2010-03-24,34.36,38.78,50.26,66.63,223.07,59.6,43.28,32.21,27.04,54.89,35.44,43.83,166.74,38.41,32.55,50.95,16.47,38.7,15.36,128.04,26.82,48.33,24.7,74.71,16.91,31.08,120.83,65.88,28.76,34.33,33.7,44.98,57.06,45.6,17.33,27.46,28.54,29.69,22.97,27.96,17.8,13.37,15.46,81.58,56.48,72.89,49.29,35.53,68.21,49.61,14.5,5.15,9.12,16.09,60.85,41.39,59.91,24.91,52.89,26.07
2010-03-25,33.7,39.16,50.39,66.79,220.43,59.86,43.8,32.03,27.36,55.02,35.18,43.85,167.2,37.99,33.41,50.98,16.33,37.66,15.17,134.73,27.26,47.95,24.78,74.09,17.15,31.26,121.49,65.76,28.94,33.5,34.56,44.79,57.13,45.51,17.5,28.57,28.52,29.97,22.97,28.03,17.1,13.27,15.4,80.33,56.49,72.59,48.95,35.48,68.64,50.02,14.38,5.1,8.89,16.32,60.67,41.39,60.0,24.89,52.92,25.98
2010-03-26,33.37,38.88,50.42,66.88,224.56,59.89,43.72,31.7,27.04,54.82,35.46,43.94,165.26,38.46,33.83,50.89,16.37,38.22,14.95,135.06,28.11,47.6,24.71,74.15,17.06,31.12,121.51,66.32,29.09,33.38,34.91,45.43,57.4,45.92,17.66,28.32,28.77,30.09,22.93,27.88,16.97,13.33,15.44,80.75,56.55,73.2,48.52,35.24,69.27,49.94,14.5,5.16,8.97,16.54,60.89,41.46,60.32,24.93,53.37,25.72
2010-03-29,33.46,39.22,50.75,68.28,226.01,59.86,44.37,31.78,26.98,55.18,35.73,44.8,166.39,38.71,34.47,51.1,16.42,38.43,15.08,135.12,28.28,47.69,24.77,74.48,17.2,31.16,120.88,67.03,28.98,33.4,35.18,45.8,58.36,45.87,17.8,28.52,28.82,29.95,22.91,28.06,17.11,13.05,15.58,80.98,56.59,73.71,48.61,35.39,70.67,49.52,14.47,5.37,9.04,16.56,61.58,41.32,60.15,24.96,53.57,25.94
2010-03-30,33.53,39.21,50.56,67.74,229.38,60.05,44.24,31.87,27.14,55.11,35.87,44.65,163.84,38.92,34.41,51.25,16.33,38.84,15.06,136.58,28.73,47.44,24.81,77.15,17.43,31.05,121.05,67.1,28.74,33.46,35.14,45.93,58.07,46.55,17.52,28.3,28.67,30.03,22.8,28.03,17.07,12.77,15.58,81.25,56.52,73.07,48.51,35.47,69.78,49.79,14.48,5.37,9.0,16.61,61.35,41.06,60.3,25.1,53.53,26.22
2010-03-31,33.47,39.18,50.27,66.9,228.55,59.51,44.73,32.11,26.71,54.88,35.64,44.95,163.12,38.83,34.1,50.97,16.25,38.32,14.96,135.77,28.49,47.84,24.87,76.5,17.51,31.15,120.56,67.57,29.0,32.98,34.69,46.19,57.78,46.21,17.61,28.26,28.56,29.72,22.67,27.79,16.95,12.09,15.7,80.42,56.18,72.32,48.22,35.29,69.52,49.69,14.53,5.23,9.05,16.53,61.29,41.22,59.84,24.51,53.4,26.55
2010-04-01,34.03,39.6,50.42,67.25,229.49,59.97,44.99,32.14,26.59,54.55,36.04,45.39,162.73,39.08,34.71,50.87,16.36,38.42,14.9,131.81,28.87,47.6,25.01,76.76,17.54,31.21,120.56,68.34,29.23,33.57,34.38,47.25,58.83,46.97,17.8,28.24,28.69,29.75,22.82,27.88,17.23,12.15,15.95,80.49,56.26,72.89,48.39,35.54,70.16,49.77,14.56,5.25,9.28,16.29,61.86,41.66,60.61,24.32,53.96,27.54
